time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-20 00:00:00+00:00,,,9,1
2024-08-21 00:00:00+00:00,,,27,3
2024-08-22 00:00:00+00:00,2.0,1.0,32,5
2024-08-23 00:00:00+00:00,,,23,2
2024-08-24 00:00:00+00:00,5.0,3.0,19,4
2024-08-25 00:00:00+00:00,4.0,1.0,5,2
2024-08-26 00:00:00+00:00,2.0,1.0,35,6
2024-08-27 00:00:00+00:00,,,69,5
2024-08-28 00:00:00+00:00,,,13,4
2024-08-29 00:00:00+00:00,2.0,1.0,39,5
2024-08-30 00:00:00+00:00,2.0,1.0,266,8
2024-08-31 00:00:00+00:00,1.0,1.0,47,3
2024-09-01 00:00:00+00:00,3.0,2.0,22,4
2024-09-02 00:00:00+00:00,1.0,1.0,5,3
