url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial,303,101
/JARVIS843/Unity-Tutorial/tree/main/Assets,118,49
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,104,41
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,92,38
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,83,36
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,44,23
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources,35,16
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,31,18
/JARVIS843/Unity-Tutorial/pulse,20,2
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character/Animations/Base,19,9
