url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,4,1
/JARVIS843/Unity-Tutorial,3,3
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,2,2
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,2,1
/JARVIS843/Unity-Tutorial/blob/main/Assets/Resources/Character/Animations/Controller/Player%20Controller.controller,1,1
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager.meta,1,1
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player.meta,1,1
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,1,1
/JARVIS843/Unity-Tutorial/tree/main/Assets,1,1
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,1,1
