time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,3.0,3.0,9,7
2025-08-22 00:00:00+00:00,1.0,1.0,7,4
2025-08-23 00:00:00+00:00,3.0,3.0,34,11
2025-08-24 00:00:00+00:00,1.0,1.0,31,6
2025-08-25 00:00:00+00:00,8.0,7.0,8,4
2025-08-26 00:00:00+00:00,2.0,2.0,8,2
2025-08-27 00:00:00+00:00,4.0,4.0,9,3
2025-08-28 00:00:00+00:00,3.0,3.0,17,5
2025-08-29 00:00:00+00:00,1.0,1.0,43,6
2025-08-30 00:00:00+00:00,4.0,4.0,18,1
2025-08-31 00:00:00+00:00,2.0,2.0,6,4
2025-09-01 00:00:00+00:00,4.0,4.0,26,4
2025-09-02 00:00:00+00:00,3.0,3.0,17,7
2025-09-03 00:00:00+00:00,,,24,6
