time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-03 00:00:00+00:00,1.0,1.0,9,2
2025-07-04 00:00:00+00:00,6.0,6.0,110,13
2025-07-05 00:00:00+00:00,3.0,3.0,52,15
2025-07-06 00:00:00+00:00,6.0,6.0,101,14
2025-07-07 00:00:00+00:00,3.0,3.0,54,11
2025-07-08 00:00:00+00:00,6.0,6.0,40,6
2025-07-09 00:00:00+00:00,3.0,3.0,5,3
2025-07-10 00:00:00+00:00,9.0,6.0,53,13
2025-07-11 00:00:00+00:00,6.0,6.0,34,10
2025-07-12 00:00:00+00:00,5.0,5.0,53,5
2025-07-13 00:00:00+00:00,4.0,3.0,35,6
2025-07-14 00:00:00+00:00,5.0,5.0,21,5
2025-07-15 00:00:00+00:00,5.0,5.0,41,9
2025-07-16 00:00:00+00:00,,,48,6
