time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,2,2,9,5
2026-09-04 00:00:00+00:00,1,1,2,1
2026-09-05 00:00:00+00:00,3,3,2,2
2026-09-06 00:00:00+00:00,1,1,1,1
2026-09-07 00:00:00+00:00,4,4,10,6
2026-09-08 00:00:00+00:00,11,7,83,5
2026-09-09 00:00:00+00:00,6,5,42,8
2026-09-10 00:00:00+00:00,2,2,13,5
2026-09-11 00:00:00+00:00,4,4,3,2
2026-09-12 00:00:00+00:00,14,14,1,1
2026-09-13 00:00:00+00:00,9,9,3,3
2026-09-14 00:00:00+00:00,11,5,2,2
2026-09-15 00:00:00+00:00,8,7,3,2
2026-09-16 00:00:00+00:00,1,1,4,3
