time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,4,4,60,10
2025-10-30 00:00:00+00:00,3,3,38,9
2025-10-31 00:00:00+00:00,4,4,20,3
2025-11-01 00:00:00+00:00,10,5,16,6
2025-11-02 00:00:00+00:00,19,9,12,6
2025-11-03 00:00:00+00:00,17,8,22,6
2025-11-04 00:00:00+00:00,17,7,10,4
2025-11-05 00:00:00+00:00,8,6,38,10
2025-11-06 00:00:00+00:00,20,10,12,7
2025-11-07 00:00:00+00:00,11,6,43,6
2025-11-08 00:00:00+00:00,5,4,30,6
2025-11-09 00:00:00+00:00,8,3,13,7
2025-11-10 00:00:00+00:00,13,7,4,4
2025-11-11 00:00:00+00:00,3,3,33,4
