time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-20 00:00:00+00:00,5.0,3.0,38,3
2024-06-21 00:00:00+00:00,2.0,2.0,205,8
2024-06-22 00:00:00+00:00,1.0,1.0,16,2
2024-06-23 00:00:00+00:00,2.0,1.0,41,3
2024-06-24 00:00:00+00:00,,,17,5
2024-06-25 00:00:00+00:00,3.0,1.0,37,7
2024-06-26 00:00:00+00:00,1.0,1.0,131,9
2024-06-27 00:00:00+00:00,1.0,1.0,68,11
2024-06-28 00:00:00+00:00,,,40,6
2024-06-29 00:00:00+00:00,,,47,5
2024-06-30 00:00:00+00:00,4.0,1.0,40,3
2024-07-01 00:00:00+00:00,3.0,2.0,63,4
2024-07-02 00:00:00+00:00,1.0,1.0,30,3
2024-07-03 00:00:00+00:00,,,123,6
