time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-25 00:00:00+00:00,5.0,3.0,51,12
2023-05-26 00:00:00+00:00,8.0,5.0,177,10
2023-05-27 00:00:00+00:00,3.0,2.0,143,16
2023-05-28 00:00:00+00:00,3.0,2.0,105,7
2023-05-29 00:00:00+00:00,6.0,5.0,156,15
2023-05-30 00:00:00+00:00,5.0,3.0,117,6
2023-05-31 00:00:00+00:00,3.0,2.0,174,13
2023-06-01 00:00:00+00:00,4.0,3.0,68,11
2023-06-02 00:00:00+00:00,3.0,2.0,45,7
2023-06-03 00:00:00+00:00,4.0,3.0,113,10
2023-06-04 00:00:00+00:00,5.0,3.0,148,13
2023-06-05 00:00:00+00:00,4.0,3.0,71,10
2023-06-06 00:00:00+00:00,3.0,2.0,33,6
2023-06-07 00:00:00+00:00,,,190,14
