time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-30 00:00:00+00:00,,,90,8
2024-12-31 00:00:00+00:00,1.0,1.0,15,2
2025-01-01 00:00:00+00:00,2.0,2.0,65,10
2025-01-02 00:00:00+00:00,3.0,3.0,117,11
2025-01-03 00:00:00+00:00,,,14,3
2025-01-04 00:00:00+00:00,2.0,1.0,16,3
2025-01-05 00:00:00+00:00,2.0,2.0,12,2
2025-01-06 00:00:00+00:00,3.0,2.0,29,5
2025-01-07 00:00:00+00:00,1.0,1.0,10,5
2025-01-08 00:00:00+00:00,1.0,1.0,27,6
2025-01-09 00:00:00+00:00,2.0,1.0,50,6
2025-01-10 00:00:00+00:00,,,20,5
2025-01-11 00:00:00+00:00,2.0,1.0,48,6
2025-01-12 00:00:00+00:00,1.0,1.0,35,8
