url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial/tree/main/Assets,82,20
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,80,14
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,64,15
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,58,15
/JARVIS843/Unity-Tutorial,56,36
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,46,6
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,31,8
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources,26,5
/JARVIS843/Unity-Tutorial/tree/main,17,6
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character,17,3
