time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-05 00:00:00+00:00,2.0,2.0,49,8
2023-10-06 00:00:00+00:00,5.0,3.0,59,6
2023-10-07 00:00:00+00:00,1.0,1.0,211,8
2023-10-08 00:00:00+00:00,2.0,2.0,276,11
2023-10-09 00:00:00+00:00,3.0,3.0,28,3
2023-10-10 00:00:00+00:00,4.0,3.0,62,5
2023-10-11 00:00:00+00:00,1.0,1.0,100,12
2023-10-12 00:00:00+00:00,3.0,3.0,67,12
2023-10-13 00:00:00+00:00,1.0,1.0,176,14
2023-10-14 00:00:00+00:00,2.0,2.0,127,10
2023-10-15 00:00:00+00:00,1.0,1.0,96,8
2023-10-16 00:00:00+00:00,2.0,2.0,331,9
2023-10-17 00:00:00+00:00,1.0,1.0,78,7
2023-10-18 00:00:00+00:00,,,42,5
