time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,63,25,10,3
2026-04-23 00:00:00+00:00,89,28,8,3
2026-04-24 00:00:00+00:00,88,29,19,3
2026-04-25 00:00:00+00:00,34,14,49,3
2026-04-26 00:00:00+00:00,31,12,40,6
2026-04-27 00:00:00+00:00,20,6,22,2
2026-04-28 00:00:00+00:00,9,4,12,2
2026-04-29 00:00:00+00:00,27,10,10,2
2026-04-30 00:00:00+00:00,32,8,8,4
2026-05-01 00:00:00+00:00,27,8,1,1
2026-05-02 00:00:00+00:00,14,4,23,5
2026-05-03 00:00:00+00:00,15,6,86,7
2026-05-04 00:00:00+00:00,39,14,21,5
2026-05-05 00:00:00+00:00,27,9,2,2
