time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-18 00:00:00+00:00,5,2,41,3
2024-04-19 00:00:00+00:00,2,2,55,5
2024-04-20 00:00:00+00:00,1,1,111,7
2024-04-21 00:00:00+00:00,5,2,96,4
2024-04-22 00:00:00+00:00,1,1,154,11
2024-04-23 00:00:00+00:00,8,3,139,11
2024-04-24 00:00:00+00:00,2,2,99,10
2024-04-25 00:00:00+00:00,2,2,301,14
2024-04-26 00:00:00+00:00,2,2,98,7
2024-04-27 00:00:00+00:00,6,3,168,7
2024-04-28 00:00:00+00:00,7,3,188,13
2024-04-29 00:00:00+00:00,1,1,88,5
2024-04-30 00:00:00+00:00,5,2,48,8
2024-05-01 00:00:00+00:00,1,1,30,10
