time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-26 00:00:00+00:00,3.0,3.0,39,9
2025-06-27 00:00:00+00:00,6.0,5.0,5,3
2025-06-28 00:00:00+00:00,6.0,6.0,59,7
2025-06-29 00:00:00+00:00,2.0,2.0,16,8
2025-06-30 00:00:00+00:00,3.0,3.0,29,5
2025-07-01 00:00:00+00:00,5.0,5.0,28,9
2025-07-02 00:00:00+00:00,4.0,4.0,8,6
2025-07-03 00:00:00+00:00,1.0,1.0,9,2
2025-07-04 00:00:00+00:00,6.0,6.0,110,13
2025-07-05 00:00:00+00:00,3.0,3.0,52,15
2025-07-06 00:00:00+00:00,6.0,6.0,101,14
2025-07-07 00:00:00+00:00,3.0,3.0,54,11
2025-07-08 00:00:00+00:00,6.0,6.0,40,6
2025-07-09 00:00:00+00:00,,,5,3
