time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-13 00:00:00+00:00,,,60,4
2024-07-14 00:00:00+00:00,,,20,6
2024-07-15 00:00:00+00:00,4.0,3.0,90,7
2024-07-16 00:00:00+00:00,,,59,7
2024-07-17 00:00:00+00:00,3.0,1.0,59,6
2024-07-18 00:00:00+00:00,3.0,2.0,40,4
2024-07-19 00:00:00+00:00,2.0,1.0,45,7
2024-07-20 00:00:00+00:00,,,59,7
2024-07-21 00:00:00+00:00,4.0,2.0,91,3
2024-07-22 00:00:00+00:00,2.0,1.0,54,10
2024-07-23 00:00:00+00:00,2.0,2.0,25,4
2024-07-24 00:00:00+00:00,,,114,6
2024-07-25 00:00:00+00:00,1.0,1.0,87,5
2024-07-26 00:00:00+00:00,,,39,5
