time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-22 00:00:00+00:00,7,3,2,2
2026-03-23 00:00:00+00:00,2,2,5,2
2026-03-24 00:00:00+00:00,11,7,0,0
2026-03-25 00:00:00+00:00,2,2,6,2
2026-03-26 00:00:00+00:00,9,5,30,7
2026-03-27 00:00:00+00:00,13,5,0,0
2026-03-28 00:00:00+00:00,12,8,10,3
2026-03-29 00:00:00+00:00,6,6,11,4
2026-03-30 00:00:00+00:00,15,10,25,3
2026-03-31 00:00:00+00:00,16,8,4,2
2026-04-01 00:00:00+00:00,2,2,44,3
2026-04-02 00:00:00+00:00,10,6,8,3
2026-04-03 00:00:00+00:00,9,5,40,5
2026-04-04 00:00:00+00:00,12,8,55,9
