time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-24 00:00:00+00:00,22,9,11,4
2026-05-25 00:00:00+00:00,22,8,8,2
2026-05-26 00:00:00+00:00,19,9,4,3
2026-05-27 00:00:00+00:00,13,4,31,4
2026-05-28 00:00:00+00:00,4,4,11,5
2026-05-29 00:00:00+00:00,15,6,35,4
2026-05-30 00:00:00+00:00,18,7,1,1
2026-05-31 00:00:00+00:00,8,3,3,1
2026-06-01 00:00:00+00:00,13,7,13,4
2026-06-02 00:00:00+00:00,10,6,1,1
2026-06-03 00:00:00+00:00,31,12,6,4
2026-06-04 00:00:00+00:00,19,6,4,3
2026-06-05 00:00:00+00:00,8,3,10,4
2026-06-06 00:00:00+00:00,13,4,0,0
