time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-18 00:00:00+00:00,6,5,67,11
2025-06-19 00:00:00+00:00,6,6,13,6
2025-06-20 00:00:00+00:00,1,1,2,2
2025-06-21 00:00:00+00:00,1,1,3,2
2025-06-22 00:00:00+00:00,1,1,11,5
2025-06-23 00:00:00+00:00,2,2,28,8
2025-06-24 00:00:00+00:00,1,1,27,9
2025-06-25 00:00:00+00:00,5,5,78,9
2025-06-26 00:00:00+00:00,3,3,39,9
2025-06-27 00:00:00+00:00,6,5,5,3
2025-06-28 00:00:00+00:00,6,6,59,7
2025-06-29 00:00:00+00:00,2,2,16,8
2025-06-30 00:00:00+00:00,3,3,29,5
2025-07-01 00:00:00+00:00,2,2,28,9
