time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,,,95,8
2024-07-30 00:00:00+00:00,,,43,6
2024-07-31 00:00:00+00:00,,,81,6
2024-08-01 00:00:00+00:00,,,4,2
2024-08-02 00:00:00+00:00,1.0,1.0,32,8
2024-08-03 00:00:00+00:00,,,37,5
2024-08-04 00:00:00+00:00,2.0,1.0,35,6
2024-08-05 00:00:00+00:00,2.0,2.0,95,5
2024-08-06 00:00:00+00:00,,,28,5
2024-08-07 00:00:00+00:00,,,51,5
2024-08-08 00:00:00+00:00,,,6,1
2024-08-09 00:00:00+00:00,,,125,7
2024-08-10 00:00:00+00:00,3.0,1.0,88,10
2024-08-11 00:00:00+00:00,1.0,1.0,3,3
