url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial/tree/main/Assets,216,45
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,214,39
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,162,40
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,161,36
/JARVIS843/Unity-Tutorial,153,76
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources,96,17
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,71,20
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character/Animations,61,7
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,58,21
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character,48,13
