time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,2,2,43,6
2025-04-26 00:00:00+00:00,1,1,22,6
2025-04-27 00:00:00+00:00,6,3,37,4
2025-04-28 00:00:00+00:00,4,3,25,7
2025-04-29 00:00:00+00:00,1,1,51,11
2025-04-30 00:00:00+00:00,5,3,94,15
2025-05-01 00:00:00+00:00,1,1,42,11
2025-05-02 00:00:00+00:00,5,2,9,2
2025-05-03 00:00:00+00:00,2,2,15,4
2025-05-04 00:00:00+00:00,1,1,24,4
2025-05-05 00:00:00+00:00,7,3,57,8
2025-05-06 00:00:00+00:00,5,3,86,11
2025-05-07 00:00:00+00:00,2,2,55,6
2025-05-08 00:00:00+00:00,1,1,31,6
