time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-04 00:00:00+00:00,5.0,3.0,111,12
2023-05-05 00:00:00+00:00,4.0,3.0,50,12
2023-05-06 00:00:00+00:00,4.0,3.0,73,14
2023-05-07 00:00:00+00:00,3.0,2.0,143,6
2023-05-08 00:00:00+00:00,4.0,3.0,55,10
2023-05-09 00:00:00+00:00,4.0,3.0,191,14
2023-05-10 00:00:00+00:00,4.0,3.0,68,15
2023-05-11 00:00:00+00:00,4.0,3.0,310,22
2023-05-12 00:00:00+00:00,5.0,4.0,39,9
2023-05-13 00:00:00+00:00,3.0,2.0,86,9
2023-05-14 00:00:00+00:00,3.0,2.0,85,17
2023-05-15 00:00:00+00:00,3.0,3.0,113,8
2023-05-16 00:00:00+00:00,3.0,2.0,27,6
2023-05-17 00:00:00+00:00,,,59,5
