url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial/tree/main/Assets,66,21
/JARVIS843/Unity-Tutorial,54,41
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,48,15
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,42,16
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,40,15
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,31,8
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character/Animations,25,2
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,22,10
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources,18,5
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character/Animations/Base,17,2
