time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-02 00:00:00+00:00,3.0,3.0,153,8
2022-08-03 00:00:00+00:00,9.0,6.0,141,16
2022-08-04 00:00:00+00:00,2.0,2.0,60,9
2022-08-05 00:00:00+00:00,1.0,1.0,47,7
2022-08-06 00:00:00+00:00,1.0,1.0,32,3
2022-08-07 00:00:00+00:00,1.0,1.0,79,16
2022-08-08 00:00:00+00:00,,,108,10
2022-08-09 00:00:00+00:00,6.0,5.0,149,12
2022-08-10 00:00:00+00:00,1.0,1.0,95,11
2022-08-11 00:00:00+00:00,1.0,1.0,81,13
2022-08-12 00:00:00+00:00,3.0,3.0,59,15
2022-08-13 00:00:00+00:00,4.0,4.0,35,5
2022-08-14 00:00:00+00:00,2.0,2.0,19,8
2022-08-15 00:00:00+00:00,2.0,2.0,45,7
