time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-01 00:00:00+00:00,3.0,2.0,95,13
2023-07-02 00:00:00+00:00,3.0,2.0,128,12
2023-07-03 00:00:00+00:00,7.0,6.0,104,16
2023-07-04 00:00:00+00:00,5.0,4.0,129,12
2023-07-05 00:00:00+00:00,3.0,2.0,65,10
2023-07-06 00:00:00+00:00,3.0,2.0,59,8
2023-07-07 00:00:00+00:00,3.0,2.0,150,9
2023-07-08 00:00:00+00:00,6.0,5.0,149,12
2023-07-09 00:00:00+00:00,4.0,3.0,170,7
2023-07-10 00:00:00+00:00,6.0,4.0,88,6
2023-07-11 00:00:00+00:00,3.0,2.0,123,8
2023-07-12 00:00:00+00:00,4.0,3.0,168,6
2023-07-13 00:00:00+00:00,3.0,2.0,111,8
2023-07-14 00:00:00+00:00,,,143,11
