time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-21 00:00:00+00:00,1,1,3,3
2025-05-22 00:00:00+00:00,1,1,36,2
2025-05-23 00:00:00+00:00,4,2,27,5
2025-05-24 00:00:00+00:00,2,2,68,10
2025-05-25 00:00:00+00:00,2,2,26,7
2025-05-26 00:00:00+00:00,1,1,18,4
2025-05-27 00:00:00+00:00,2,2,11,4
2025-05-28 00:00:00+00:00,4,2,8,2
2025-05-29 00:00:00+00:00,1,1,35,5
2025-05-30 00:00:00+00:00,1,1,20,3
2025-05-31 00:00:00+00:00,3,3,16,5
2025-06-01 00:00:00+00:00,3,3,11,6
2025-06-02 00:00:00+00:00,1,1,11,3
2025-06-03 00:00:00+00:00,1,1,6,3
