time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-13 00:00:00+00:00,12,6,11,6
2025-11-14 00:00:00+00:00,8,8,21,8
2025-11-15 00:00:00+00:00,9,8,15,6
2025-11-16 00:00:00+00:00,5,5,39,8
2025-11-17 00:00:00+00:00,5,5,23,11
2025-11-18 00:00:00+00:00,6,6,24,9
2025-11-19 00:00:00+00:00,4,4,30,7
2025-11-20 00:00:00+00:00,4,4,14,4
2025-11-21 00:00:00+00:00,5,4,20,8
2025-11-22 00:00:00+00:00,5,5,39,8
2025-11-23 00:00:00+00:00,5,5,47,10
2025-11-24 00:00:00+00:00,5,5,30,7
2025-11-25 00:00:00+00:00,4,4,38,12
2025-11-26 00:00:00+00:00,2,2,21,7
