time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-06 00:00:00+00:00,1.0,1.0,44,8
2022-10-07 00:00:00+00:00,2.0,2.0,5,3
2022-10-08 00:00:00+00:00,2.0,2.0,25,10
2022-10-09 00:00:00+00:00,1.0,1.0,23,6
2022-10-10 00:00:00+00:00,1.0,1.0,59,9
2022-10-11 00:00:00+00:00,2.0,2.0,65,13
2022-10-12 00:00:00+00:00,2.0,2.0,77,11
2022-10-13 00:00:00+00:00,1.0,1.0,39,13
2022-10-14 00:00:00+00:00,2.0,2.0,38,7
2022-10-15 00:00:00+00:00,4.0,4.0,31,8
2022-10-16 00:00:00+00:00,2.0,2.0,23,7
2022-10-17 00:00:00+00:00,2.0,2.0,22,4
2022-10-18 00:00:00+00:00,2.0,2.0,85,9
2022-10-19 00:00:00+00:00,,,26,6
