time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-22 00:00:00+00:00,6.0,4.0,114,17
2023-06-23 00:00:00+00:00,1.0,1.0,35,11
2023-06-24 00:00:00+00:00,4.0,3.0,56,8
2023-06-25 00:00:00+00:00,3.0,2.0,53,11
2023-06-26 00:00:00+00:00,8.0,6.0,67,12
2023-06-27 00:00:00+00:00,1.0,1.0,33,9
2023-06-28 00:00:00+00:00,3.0,2.0,87,9
2023-06-29 00:00:00+00:00,3.0,2.0,104,13
2023-06-30 00:00:00+00:00,4.0,3.0,41,11
2023-07-01 00:00:00+00:00,3.0,2.0,95,13
2023-07-02 00:00:00+00:00,3.0,2.0,128,12
2023-07-03 00:00:00+00:00,7.0,6.0,104,16
2023-07-04 00:00:00+00:00,5.0,4.0,129,12
2023-07-05 00:00:00+00:00,,,58,10
