time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-11 00:00:00+00:00,3,3,149,11
2023-12-12 00:00:00+00:00,3,3,78,11
2023-12-13 00:00:00+00:00,3,3,98,13
2023-12-14 00:00:00+00:00,2,2,132,11
2023-12-15 00:00:00+00:00,3,3,13,4
2023-12-16 00:00:00+00:00,4,4,299,14
2023-12-17 00:00:00+00:00,4,4,72,8
2023-12-18 00:00:00+00:00,2,2,108,8
2023-12-19 00:00:00+00:00,2,2,142,9
2023-12-20 00:00:00+00:00,2,2,220,13
2023-12-21 00:00:00+00:00,1,1,15,3
2023-12-22 00:00:00+00:00,3,3,303,9
2023-12-23 00:00:00+00:00,7,7,124,14
2023-12-24 00:00:00+00:00,1,1,111,8
