time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,1,1,8,3
2025-09-27 00:00:00+00:00,3,3,36,9
2025-09-28 00:00:00+00:00,1,1,19,5
2025-09-29 00:00:00+00:00,2,2,104,7
2025-09-30 00:00:00+00:00,6,2,18,4
2025-10-01 00:00:00+00:00,6,6,28,2
2025-10-02 00:00:00+00:00,2,2,26,4
2025-10-03 00:00:00+00:00,6,6,20,7
2025-10-04 00:00:00+00:00,5,5,23,6
2025-10-05 00:00:00+00:00,5,5,12,2
2025-10-06 00:00:00+00:00,3,3,41,8
2025-10-07 00:00:00+00:00,5,5,18,7
2025-10-08 00:00:00+00:00,4,4,43,6
2025-10-09 00:00:00+00:00,1,1,76,8
