time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-18 00:00:00+00:00,5.0,4.0,5,4
2025-09-19 00:00:00+00:00,14.0,8.0,12,7
2025-09-20 00:00:00+00:00,1.0,1.0,16,7
2025-09-21 00:00:00+00:00,2.0,2.0,18,6
2025-09-22 00:00:00+00:00,4.0,4.0,10,4
2025-09-23 00:00:00+00:00,10.0,8.0,21,3
2025-09-24 00:00:00+00:00,,,34,3
2025-09-25 00:00:00+00:00,4.0,4.0,25,2
2025-09-26 00:00:00+00:00,1.0,1.0,8,3
2025-09-27 00:00:00+00:00,3.0,3.0,36,9
2025-09-28 00:00:00+00:00,1.0,1.0,19,5
2025-09-29 00:00:00+00:00,2.0,2.0,104,7
2025-09-30 00:00:00+00:00,6.0,2.0,18,4
2025-10-01 00:00:00+00:00,,,25,2
