time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,8,4,56.0,9.0
2025-03-23 00:00:00+00:00,1,1,67.0,8.0
2025-03-24 00:00:00+00:00,5,2,40.0,3.0
2025-03-25 00:00:00+00:00,3,2,49.0,4.0
2025-03-26 00:00:00+00:00,2,2,25.0,9.0
2025-03-27 00:00:00+00:00,4,4,56.0,9.0
2025-03-28 00:00:00+00:00,4,4,7.0,5.0
2025-03-29 00:00:00+00:00,2,2,,
2025-03-30 00:00:00+00:00,6,6,51.0,3.0
2025-03-31 00:00:00+00:00,2,2,61.0,8.0
2025-04-01 00:00:00+00:00,2,2,5.0,2.0
2025-04-02 00:00:00+00:00,1,1,16.0,2.0
2025-04-03 00:00:00+00:00,2,2,8.0,3.0
2025-04-04 00:00:00+00:00,1,1,8.0,4.0
