time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,1,1,27,9
2025-06-25 00:00:00+00:00,5,5,78,9
2025-06-26 00:00:00+00:00,3,3,39,9
2025-06-27 00:00:00+00:00,6,5,5,3
2025-06-28 00:00:00+00:00,6,6,59,7
2025-06-29 00:00:00+00:00,2,2,16,8
2025-06-30 00:00:00+00:00,3,3,29,5
2025-07-01 00:00:00+00:00,5,5,28,9
2025-07-02 00:00:00+00:00,4,4,8,6
2025-07-03 00:00:00+00:00,1,1,9,2
2025-07-04 00:00:00+00:00,6,6,110,13
2025-07-05 00:00:00+00:00,3,3,52,15
2025-07-06 00:00:00+00:00,6,6,101,14
2025-07-07 00:00:00+00:00,2,2,53,10
