time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-11 00:00:00+00:00,1.0,1.0,33,5
2025-06-12 00:00:00+00:00,3.0,3.0,55,10
2025-06-13 00:00:00+00:00,6.0,5.0,12,4
2025-06-14 00:00:00+00:00,1.0,1.0,64,2
2025-06-15 00:00:00+00:00,5.0,4.0,17,5
2025-06-16 00:00:00+00:00,5.0,5.0,30,5
2025-06-17 00:00:00+00:00,7.0,6.0,15,4
2025-06-18 00:00:00+00:00,6.0,5.0,67,11
2025-06-19 00:00:00+00:00,6.0,6.0,13,6
2025-06-20 00:00:00+00:00,1.0,1.0,2,2
2025-06-21 00:00:00+00:00,1.0,1.0,3,2
2025-06-22 00:00:00+00:00,1.0,1.0,11,5
2025-06-23 00:00:00+00:00,2.0,2.0,28,8
2025-06-24 00:00:00+00:00,,,27,9
