time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-06 00:00:00+00:00,3,3,61,6
2024-02-07 00:00:00+00:00,3,3,26,4
2024-02-08 00:00:00+00:00,2,2,107,8
2024-02-09 00:00:00+00:00,3,3,43,5
2024-02-10 00:00:00+00:00,2,2,64,10
2024-02-11 00:00:00+00:00,2,2,83,6
2024-02-12 00:00:00+00:00,3,3,69,5
2024-02-13 00:00:00+00:00,2,2,55,11
2024-02-14 00:00:00+00:00,4,3,21,8
2024-02-15 00:00:00+00:00,3,3,95,8
2024-02-16 00:00:00+00:00,2,2,100,8
2024-02-17 00:00:00+00:00,2,2,57,6
2024-02-18 00:00:00+00:00,3,3,128,6
2024-02-19 00:00:00+00:00,4,2,121,8
