time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,2.0,1.0,4.0,2.0
2024-12-04 00:00:00+00:00,,,12.0,2.0
2024-12-05 00:00:00+00:00,,,27.0,6.0
2024-12-06 00:00:00+00:00,2.0,1.0,20.0,3.0
2024-12-07 00:00:00+00:00,,,10.0,3.0
2024-12-09 00:00:00+00:00,,,1.0,1.0
2024-12-10 00:00:00+00:00,1.0,1.0,,
2024-12-11 00:00:00+00:00,3.0,2.0,13.0,3.0
2024-12-12 00:00:00+00:00,,,72.0,3.0
2024-12-13 00:00:00+00:00,1.0,1.0,19.0,5.0
2024-12-14 00:00:00+00:00,4.0,3.0,15.0,3.0
2024-12-15 00:00:00+00:00,1.0,1.0,13.0,3.0
2024-12-16 00:00:00+00:00,,,36.0,4.0
